"Артикул";"Бренд";"НаименованиеТовара";"ЦеноваяГруппа";"Количество";"Цена";"КратностьОтгрузки";"НаименованиеХарактеристики";"НоменклатурнаяГруппа";"Склад";"Срок";"Код1С"
"GB-9241";"BIG FILTER";"Фильтр воздушныйIVECO Daily III, IV, V 99-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"9";"496,00";"1,00";"";"";"ЦС";"0";"i-004216336"
"GB-926";"BIG FILTER";"Фильтр воздушныйHONDA Accord IX 2.0L 08-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"238,00";"1,00";"";"";"ЦС";"0";"i-003171730"
"GB-927";"BIG FILTER";"Фильтр воздушныйHONDA Accord IX 2.4L 08-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"270,00";"1,00";"";"";"ЦС";"0";"i-003347131"
"GB-929";"BIG FILTER";"Фильтр воздушныйKIA Rio II 09.05-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"180,00";"1,00";"";"";"ЦС";"0";"i-004216337"
"GB-931";"BIG FILTER";"Фильтр воздушныйMITSUBISHI Colt 04-, SMART 1.1-1.5";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"220,00";"1,00";"";"";"ЦС";"0";"i-004216338"
"GB-9320PL";"BIG FILTER";"Фильтр воздушный(круглый) FOCUS C-Max, C-Max II, Grand C-Max, Focus II, Focus III, Kuga, MAZDA 3, 5,";"PC Фильтры воздушные и салонные (BIG-FILTER)";">20";"319,00";"1,00";"";"";"ЦС";"0";"i-004557588"
"GB-95031";"BIG FILTER";"Фильтр воздушныйBMW F20/F30 1.4-2.0 11-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"6";"302,00";"1,00";"";"";"ЦС";"0";"i-004557590"
"GB-95032";"BIG FILTER";"Фильтр воздушныйBMW  1, 3-serie 1.4-2.5 d 11-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"392,00";"1,00";"";"";"ЦС";"0";"i-004664252"
"GB-9509";"BIG FILTER";"Фильтр воздушныйFORD Fiesta IV 1.3-1.4 96-, MAZDA 121 1.3L, 626 2.0 2.2L";"PC Фильтры воздушные и салонные (BIG-FILTER)";"6";"212,00";"1,00";"";"";"ЦС";"0";"i-003347137"
"GB-95090";"BIG FILTER";"Фильтр воздушныйLADA Vesta, X-RAY 19- (OEM RN 8450033130)";"PC Фильтры воздушные и салонные (BIG-FILTER)";"7";"299,00";"1,00";"";"";"ЦС";"0";"i-005464973"
"GB-9510";"BIG FILTER";"Фильтр воздушныйCHEVROLET/DAEWOO Aveo I (06-), Kalos (02-)";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"190,00";"1,00";"";"";"ЦС";"0";"i-003170273"
"GB-9514";"BIG FILTER";"Фильтр воздушныйBMW 5 (E34, E39), 7 (E32, E38), 8 (E31), X5 (E53), Z8";"PC Фильтры воздушные и салонные (BIG-FILTER)";"4";"216,00";"1,00";"";"";"ЦС";"0";"i-003170694"
"GB-9520";"BIG FILTER";"Фильтр воздушныйMITSUBISHI Colt V 96-04, Galant VI, Lancer VI,VII";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"203,00";"1,00";"";"";"ЦС";"0";"i-003347138"
"GB-9522";"BIG FILTER";"Фильтр воздушныйFORD Mondeo I,II 1.6 1.8 2.0L";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"235,00";"1,00";"";"";"ЦС";"0";"i-003171664"
"GB-9572";"BIG FILTER";"Фильтр воздушныйVW T4 2.0-2.5L, 1.9TD 2.4D 2.5TDI,  95-03";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"230,00";"1,00";"";"";"ЦС";"0";"i-003172345"
"GB-9578";"BIG FILTER";"Фильтр воздушныйVW, CHRYSLER Neon 2.0L 94-99, Voyadger";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"199,00";"1,00";"";"";"ЦС";"0";"i-003170174"
"GB-9581";"BIG FILTER";"Фильтр воздушныйFiat Croma II 05- Opel Vectra C 02- Signum 03-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"207,00";"1,00";"";"";"ЦС";"0";"i-004578639"
"GB-9588";"BIG FILTER";"Фильтр воздушныйVOLKSWAGEN Golf II 83-91";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"139,00";"1,00";"";"";"ЦС";"0";"i-003439593"
"GB-959";"BIG FILTER";"Фильтр воздушныйCHEVROLET Matiz (Spark) 0.8, 1L 05-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"195,00";"1,00";"";"";"ЦС";"0";"i-004640676"
"GB-9596A";"BIG FILTER";"Фильтр воздушныйZAZ Slavuta, Tavria, FIAT Tempra Tipo Uno 1.4 1.6L";"PC Фильтры воздушные и салонные (BIG-FILTER)";">10";"160,00";"1,00";"";"";"ЦС";"0";"i-003347142"
"GB-9597";"BIG FILTER";"Фильтр воздушныйLADA 2104-2105, 2107-2112, 2120, Niva, Samara, Kalina, Priora, CHEVROLET Niva";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"157,00";"1,00";"";"";"ЦС";"0";"i-003170255"
"GB-9597C";"BIG FILTER";"Фильтр воздушный(с сеткой)  LADA 2104-2105, 2107-2112, 2120, Niva, Samara, Kalina, Priora, CHEVROLET";"PC Фильтры воздушные и салонные (BIG-FILTER)";">10";"180,00";"1,00";"";"";"ЦС";"0";"i-003347143"
"GB-9634";"BIG FILTER";"Фильтр воздушныйFORD Transit 2.5D 91-/VOLVO 440";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"204,00";"1,00";"";"";"ЦС";"0";"i-003170285"
"GB-9638";"BIG FILTER";"Фильтр воздушныйCHERY Amulet, MB E-class W124 2.8/3.2 92-96";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"194,00";"1,00";"";"";"ЦС";"0";"i-003172348"
"GB-9639";"BIG FILTER";"Фильтр воздушныйMERCEDES W124 E200/E220 93-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"249,00";"1,00";"";"";"ЦС";"0";"i-003347146"
"GB-964";"BIG FILTER";"Фильтр воздушныйFORD Maverick III 01-, MAZDA Tribute 01-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"270,00";"1,00";"";"";"ЦС";"0";"i-004610526"
"GB-9643";"BIG FILTER";"Фильтр воздушныйTOYOTA Avensis 97-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"225,00";"1,00";"";"";"ЦС";"0";"i-004216342"
"GB-9644";"BIG FILTER";"Фильтр воздушныйOPEL Omega B 94-03";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"295,00";"1,00";"";"";"ЦС";"0";"i-004216343"
"GB-9646";"BIG FILTER";"Фильтр воздушныйCITROEN C2 C3 C4, PEUGEOT 206 307 308, PARTNER 1.4 1.6";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"241,00";"1,00";"";"";"ЦС";"0";"i-003170701"
"GB-9653";"BIG FILTER";"Фильтр воздушныйRENAULT Laguna 1.8-2.0 1991-2001";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"176,00";"1,00";"";"";"ЦС";"0";"i-003171733"
"GB-9702";"BIG FILTER";"Фильтр воздушныйDAEWOO Espero, Nexia OPEL Astra E";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"162,00";"1,00";"";"";"ЦС";"0";"i-003347152"
"GB-9707";"BIG FILTER";"Фильтр воздушныйFORD Galaxy, VW Sharan";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"292,00";"1,00";"";"";"ЦС";"0";"i-003170228"
"GB-9708";"BIG FILTER";"Фильтр воздушныйRENAULT Megane II 1.5DCi/1.6L 16V 02-, Scenic III";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"215,00";"1,00";"";"";"ЦС";"0";"i-003347153"
"GB-971";"BIG FILTER";"Фильтр воздушныйAUDI A4 (8E/8H, B6+B7) 01-08, SEAT Exeo 10-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"298,00";"1,00";"";"";"ЦС";"0";"i-004216347"
"GB-9714";"BIG FILTER";"Фильтр воздушныйOPEL Astra G, H, Zafira I,II (A,B)";"PC Фильтры воздушные и салонные (BIG-FILTER)";"4";"208,00";"1,00";"";"";"ЦС";"0";"i-003171734"
"GB-9717";"BIG FILTER";"Фильтр воздушныйRENAULT Megane I Scenic II, OPEL Movano 1.9TDI 01-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"213,00";"1,00";"";"";"ЦС";"0";"i-003170177"
"GB-9719";"BIG FILTER";"Фильтр воздушныйLADA Largus 12-, RENAULT Logan 1.6 16V, Duster, Laguna I,II, Megane I,II, Scenic II,";"PC Фильтры воздушные и салонные (BIG-FILTER)";"9";"208,00";"1,00";"";"";"ЦС";"0";"i-003347154"
"GB-9722";"BIG FILTER";"Фильтр воздушный(2 шт. в комплекте) MERCEDES W220 S280-S500, W211 E240";"PC Фильтры воздушные и салонные (BIG-FILTER)";"9";"470,00";"1,00";"";"";"ЦС";"0";"i-003347155"
"GB-9775";"BIG FILTER";"Фильтр воздушныйWV Polo Fabia 1.2L AZQ/BME 10/01-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"262,00";"1,00";"";"";"ЦС";"0";"i-003170324"
"GB-9776";"BIG FILTER";"Фильтр воздушныйDAEWOO Lanos 1.4 1.5 1.6 16V";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"168,00";"1,00";"";"";"ЦС";"0";"i-003172350"
"GB-9777";"BIG FILTER";"Фильтр воздушныйAUDI A3 II 1.9TDI 03-, Golf V 1.4TSi / 1.9TDi / 2.0GTD 05-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"263,00";"1,00";"";"";"ЦС";"0";"i-003196515"
"GB-9779";"BIG FILTER";"Фильтр воздушныйDAEWOO Matiz 0.8-1.0L 98-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"3";"167,00";"1,00";"";"";"ЦС";"0";"i-003170514"
"GB978";"BIG FILTER";"Фильтр воздушныйVOLVO S60 I 00-, S80 I 98-, V70 II 00-, XC70";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"305,00";"1,00";"";"";"ЦС";"0";"i-004233457"
"GB-9780";"BIG FILTER";"Фильтр воздушныйFORD Mondeo III 1.8-2.5 11/00-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"220,00";"1,00";"";"";"ЦС";"0";"i-003170092"
"GB-9783";"BIG FILTER";"Фильтр воздушныйHYUNDAI Sonata III-IV 6/98-10/01,TRAJET 2.0-2.7L , KIA";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"195,00";"1,00";"";"";"ЦС";"0";"i-003170277"
"GB-9785";"BIG FILTER";"Фильтр воздушныйOPEL Corsa C Meriva 1.0-1.8L 00-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"246,00";"1,00";"";"";"ЦС";"0";"i-003172351"
"GB-98013";"BIG FILTER";"Фильтр салонныйCHRYSLER  Sebring 01-, DODGE Avenger 07-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"210,00";"1,00";"";"";"ЦС";"0";"i-004570979"
"GB-98024";"BIG FILTER";"Фильтр салонный(2 шт.) NISSAN Navara, Pathfinder";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"274,00";"1,00";"";"";"ЦС";"0";"i-005025867"
"GB-9803";"BIG FILTER";"Фильтр салонныйAUDI A3 96-03, VW Passat 00-05, Octavia I 96-10, Golf III 91-99";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"150,00";"1,00";"";"";"ЦС";"0";"i-003170515"
"GB-98032";"BIG FILTER";"Фильтр салонныйГазель 3302-Бизнес (новая панель) ОЕМ:3221.8119200";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"222,00";"1,00";"";"";"ЦС";"0";"i-005483451"
"GB-9803/C";"BIG FILTER";"Фильтр салонный (угольный)AUDI A3 96-03, VW Passat 00-05, Octavia I 96-10, Golf III 91-99";"PC Фильтры воздушные и салонные (BIG-FILTER)";"3";"281,00";"1,00";"";"";"ЦС";"0";"i-003170094"
"GB-9806";"BIG FILTER";"Фильтр салонныйAUDI A4  VW Passat 96-00";"PC Фильтры воздушные и салонные (BIG-FILTER)";"3";"219,00";"1,00";"";"";"ЦС";"0";"i-003612635"
"GB-9806/C";"BIG FILTER";"Фильтр салонный (угольный)AUDI A4  VW Passat 96-00";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"280,00";"1,00";"";"";"ЦС";"0";"i-003843678"
"GB-9807/C";"BIG FILTER";"Фильтр салонный (угольный)VW Passat B4 94-97";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"262,00";"1,00";"";"";"ЦС";"0";"i-004617440"
"GB-9829/C";"BIG FILTER";"Фильтр салонный (угольный)FORD Fiesta V 01- Fusion 04-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"310,00";"1,00";"";"";"ЦС";"0";"i-003171003"
"GB-9830";"BIG FILTER";"Фильтр салонныйTOYOTA Avensis 03-  Corolla 02-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"7";"139,00";"1,00";"";"";"ЦС";"0";"i-003195550"
"GB-9830/C";"BIG FILTER";"Фильтр салонный (угольный)TOYOTA Avensis/Corolla 1.8-2.0D 02>";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"193,00";"1,00";"";"";"ЦС";"0";"i-003678766"
"GB-9831";"BIG FILTER";"Фильтр салонныйCHEVROLET  - Нива, LADA Калина";"PC Фильтры воздушные и салонные (BIG-FILTER)";">10";"178,00";"1,00";"";"";"ЦС";"0";"i-003347165"
"GB-9831/C";"BIG FILTER";"Фильтр салонный (угольный)CHEVROLET  - Нива, LADA Калина";"PC Фильтры воздушные и салонные (BIG-FILTER)";">10";"224,00";"1,00";"";"";"ЦС";"0";"i-003171667"
"GB-9832";"BIG FILTER";"Фильтр салонныйLADA 21083,099 2113-2115";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"214,00";"1,00";"";"";"ЦС";"0";"i-003170289"
"GB-9833";"BIG FILTER";"Фильтр салонныйLADA 2110-12 выпуск после 09.2003, Priora";"PC Фильтры воздушные и салонные (BIG-FILTER)";"3";"166,00";"1,00";"";"";"ЦС";"0";"i-003347166"
"GB-9833/C";"BIG FILTER";"Фильтр салонный (угольный)LADA 2110-12 выпуск после 09.2003, Priora";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"222,00";"1,00";"";"";"ЦС";"0";"i-003170516"
"GB-9852/C";"BIG FILTER";"Фильтр салонный (угольный)(2 шт. в комплекте) BMW 5(E39), BMW ALPINA B10(E39), D10(E39)";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"767,00";"1,00";"";"";"ЦС";"0";"i-003347173"
"GB-9854";"BIG FILTER";"Фильтр салонныйBMW 5 (E53) 00-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"302,00";"1,00";"";"";"ЦС";"0";"i-004233462"
"GB-9858/C";"BIG FILTER";"Фильтр салонный (угольный)VOLVO S60, S80, V70, XC70, XC90/XC90 Sport";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"459,00";"1,00";"";"";"ЦС";"0";"i-003170290"
"GB-9859";"BIG FILTER";"Фильтр салонныйTOYOTA Rav4 06-, Prius, Yaris I, Chery Tiggo, Sweet";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"185,00";"1,00";"";"";"ЦС";"0";"i-003347176"
"GB-9859/C";"BIG FILTER";"Фильтр салонный (угольный)TOYOTA Rav4 06-, Prius, Yaris I  CHERY Tiggo, Sweet";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"241,00";"1,00";"";"";"ЦС";"0";"i-004602710"
"GB-9865";"BIG FILTER";"Фильтр салонныйMAZDA 6 1.8-2.3L all 02-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"179,00";"1,00";"";"";"ЦС";"0";"i-003170518"
"GB-9865/C";"BIG FILTER";"Фильтр салонный (угольный)MAZDA 6 1.8-2.3L all 02-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"287,00";"1,00";"";"";"ЦС";"0";"i-003439595"
"GB-9868";"BIG FILTER";"Фильтр салонныйPEUGEOT Partner 96-09, CITROEN Berlingo I, Xara";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"190,00";"1,00";"";"";"ЦС";"0";"i-003678767"
"GB-9872";"BIG FILTER";"Фильтр салонныйNISSAN Almera 00-  Primera 02-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"5";"208,00";"1,00";"";"";"ЦС";"0";"i-003170311"
"GB-9872/C";"BIG FILTER";"Фильтр салонный (угольный)NISSAN Almera 00-  Primera 02-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"257,00";"1,00";"";"";"ЦС";"0";"i-004472093"
"GB-9875";"BIG FILTER";"Фильтр салонныйOPEL Astra G, Zafira A,B";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"200,00";"1,00";"";"";"ЦС";"0";"i-003738973"
"GB-9877";"BIG FILTER";"Фильтр салонныйCITROEN C2, C3, C3 Picasso, C4 I,II, DS4, PEUGEOT 1007, 307, 308";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"192,00";"1,00";"";"";"ЦС";"0";"i-003170230"
"GB-9877/C";"BIG FILTER";"Фильтр салонный (угольный)CITROEN C2, C3, C3 Picasso, C4 I,II, DS4, PEUGEOT 1007, 307, 308";"PC Фильтры воздушные и салонные (BIG-FILTER)";"3";"339,00";"1,00";"";"";"ЦС";"0";"i-003347179"
"GB-9878/C";"BIG FILTER";"Фильтр салонный (угольный)AUDI A4, A6, Allroad I, SEAT Exeo";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"264,00";"1,00";"";"";"ЦС";"0";"i-003171736"
"GB-9879";"BIG FILTER";"Фильтр салонныйOPEL Astra G,H, Zafira A ( I )";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"209,00";"1,00";"";"";"ЦС";"0";"i-003171670"
"GB-9879/C";"BIG FILTER";"Фильтр салонный (угольный)OPEL Astra G,H, Zafira A (I)";"PC Фильтры воздушные и салонные (BIG-FILTER)";"2";"333,00";"1,00";"";"";"ЦС";"0";"i-003171671"
"GB-9916/C";"BIG FILTER";"Фильтр салонный (угольный)MITSUBISHI Colt CZC 06-";"PC Фильтры воздушные и салонные (BIG-FILTER)";"1";"257,00";"1,00";"";"";"ЦС";"0";"i-003612645"
